City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Bubaque,GW,2020-06-17 02:21:56,11.28,-15.83,80.82,85,3,9.4
307,Cabo San Lucas,MX,2020-06-17 02:20:05,22.89,-109.91,90.0,34,20,18.34
308,Bethel,US,2020-06-17 02:21:56,41.37,-73.41,62.01,77,1,3.24
309,Saint-Augustin,CA,2020-06-17 02:21:57,51.23,-58.65,58.17,59,100,5.55
310,Arraial Do Cabo,BR,2020-06-17 02:21:57,-22.97,-42.03,70.02,74,26,15.05
311,Byron Bay,AU,2020-06-17 02:17:50,-28.65,153.62,66.2,77,40,9.17
312,Caravelas,BR,2020-06-17 02:21:58,-17.71,-39.25,71.71,89,100,14.27
313,Okhotsk,RU,2020-06-17 02:21:58,59.38,143.3,55.8,69,7,10.09
314,Iznoski,RU,2020-06-17 02:21:59,54.99,35.31,59.49,96,0,3.11
315,Rafaela,AR,2020-06-17 02:21:59,-31.25,-61.49,69.01,65,100,4.0
316,Hervey Bay,AU,2020-06-17 02:20:38,-25.3,152.85,73.0,62,2,11.01
317,Dunmore East,IE,2020-06-17 02:21:59,52.15,-6.99,57.99,85,95,5.99
318,Talnakh,RU,2020-06-17 02:22:00,69.49,88.4,41.0,60,94,15.66
319,Kabalo,CD,2020-06-17 02:22:01,-6.05,26.92,63.5,51,48,4.0
320,Polyarnyy,RU,2020-06-17 02:22:02,69.2,33.45,42.8,81,49,2.24
321,Maceio,BR,2020-06-17 02:22:02,-9.67,-35.74,71.6,100,40,2.24
322,Maple Creek,CA,2020-06-17 02:22:03,49.92,-109.48,52.92,85,100,8.97
323,Oudtshoorn,ZA,2020-06-17 02:22:03,-33.59,22.2,53.6,62,0,2.24
324,Correntina,BR,2020-06-17 02:22:03,-13.34,-44.64,67.77,75,0,7.29
325,Aksu,CN,2020-06-17 02:22:03,41.12,80.26,76.19,31,0,2.75
326,Saint-Junien,FR,2020-06-17 02:22:04,45.88,0.9,55.0,93,90,8.05
327,Laguna,US,2020-06-17 02:22:04,38.42,-121.42,81.0,30,1,11.41
328,Cockburn Town,TC,2020-06-17 02:22:04,21.46,-71.14,82.38,81,100,22.15
329,Birigui,BR,2020-06-17 02:22:04,-21.29,-50.34,66.79,78,0,9.86
330,Pinehurst,US,2020-06-17 02:20:06,35.2,-79.47,61.0,93,90,10.09
331,Banyo,CM,2020-06-17 02:22:05,6.75,11.82,64.38,90,96,2.53
332,Vila Velha,BR,2020-06-17 02:17:24,-20.33,-40.29,71.6,78,90,10.29
333,Lingao,CN,2020-06-17 02:22:05,19.91,109.69,87.44,63,0,9.89
334,Santander,ES,2020-06-17 02:20:08,43.46,-3.8,59.0,87,75,6.93
335,Japura,ID,2020-06-17 02:22:06,-0.32,102.35,82.06,80,51,2.93
336,Puerto Cabezas,NI,2020-06-17 02:22:06,14.04,-83.39,78.57,89,100,6.04
337,Vao,NC,2020-06-17 02:22:07,-22.67,167.48,73.09,80,62,16.06
338,Porbandar,IN,2020-06-17 02:22:07,21.64,69.61,85.41,79,57,12.03
339,Broome,US,2020-06-17 02:22:07,42.25,-75.83,69.8,40,1,3.36
340,Vikulovo,RU,2020-06-17 02:22:08,56.82,70.61,62.17,82,2,8.61
341,Monterey,US,2020-06-17 02:18:38,36.25,-121.25,66.99,16,0,8.99
342,Poum,NC,2020-06-17 02:22:08,-20.23,164.02,74.35,70,0,5.1
343,Nemuro,JP,2020-06-17 02:22:09,43.32,145.57,59.0,87,75,5.82
344,Carros,FR,2020-06-17 02:22:09,43.79,7.18,68.0,72,75,6.93
345,Sur,OM,2020-06-17 02:22:09,22.57,59.53,90.55,44,87,4.97
346,Nador,MA,2020-06-17 02:20:06,35.17,-2.93,69.8,68,78,14.99
347,Cehegin,ES,2020-06-17 02:22:10,38.09,-1.8,69.01,73,5,5.01
348,Ibra,OM,2020-06-17 02:22:10,22.69,58.53,85.82,43,99,2.28
349,Kalinovskoye,RU,2020-06-17 02:21:03,44.86,42.96,62.02,82,57,3.44
350,Bonthe,SL,2020-06-17 02:22:11,7.53,-12.51,79.25,87,70,6.98
351,Naron,ES,2020-06-17 02:22:11,43.52,-8.15,57.99,100,75,1.12
352,Puerto Escondido,MX,2020-06-17 02:22:11,15.85,-97.07,82.42,72,82,3.09
353,Santa Isabel,BR,2020-06-17 02:22:12,-23.32,-46.22,66.2,93,20,5.82
354,Luderitz,NA,2020-06-17 02:22:12,-26.65,15.16,73.4,10,0,25.28
355,Solnechnyy,RU,2020-06-17 02:22:12,50.72,136.63,52.38,66,99,6.76
356,Balaci,RO,2020-06-17 02:22:12,44.35,24.92,62.62,86,100,4.68
357,Kambove,CD,2020-06-17 02:22:13,-10.88,26.6,48.78,79,0,6.17
358,Ca Mau,VN,2020-06-17 02:22:13,9.18,105.15,87.89,67,36,2.42
359,Thunder Bay,CA,2020-06-17 02:22:13,48.4,-89.32,64.99,72,20,9.17
360,Coahuayana,MX,2020-06-17 02:22:14,18.73,-103.68,77.0,69,75,9.17
361,Chikmagalur,IN,2020-06-17 02:22:14,13.32,75.78,69.12,88,100,8.21
362,Macae,BR,2020-06-17 02:22:15,-22.37,-41.79,66.2,100,90,4.7
363,Northam,GB,2020-06-17 02:22:15,51.03,-4.22,55.99,98,89,4.0
364,Talagang,PK,2020-06-17 02:22:15,32.93,72.42,94.28,10,0,6.46
365,Antofagasta,CL,2020-06-17 02:18:40,-23.65,-70.4,60.8,72,90,2.24
366,Mori,JP,2020-06-17 02:22:16,34.83,137.93,84.0,61,89,5.01
367,Fallon,US,2020-06-17 02:22:16,39.47,-118.78,71.6,15,20,23.04
368,Ponta Delgada,PT,2020-06-17 02:22:17,37.73,-25.67,64.4,88,40,9.17
369,Roald,NO,2020-06-17 02:22:17,62.58,6.13,63.0,93,94,4.7
370,Lagdo,CM,2020-06-17 02:22:17,9.05,13.73,74.44,84,76,3.53
371,Albanel,CA,2020-06-17 02:22:17,48.88,-72.45,71.6,35,75,8.05
372,Lubango,AO,2020-06-17 02:22:18,-14.92,13.49,51.08,49,0,3.74
373,Najran,SA,2020-06-17 02:22:18,17.49,44.13,75.2,23,0,4.21
374,Ciamis,ID,2020-06-17 02:21:31,-7.33,108.35,77.4,86,97,1.36
375,Salta,AR,2020-06-17 02:19:14,-24.79,-65.41,51.8,87,0,2.24
376,Akureyri,IS,2020-06-17 02:22:19,65.68,-18.09,39.2,93,4,13.87
377,Sumy,UA,2020-06-17 02:22:19,50.92,34.8,59.88,86,14,9.64
378,Puerto Ayacucho,VE,2020-06-17 02:22:20,5.66,-67.62,74.21,93,87,0.89
379,Matiri,TZ,2020-06-17 02:22:20,-10.75,34.9,52.75,89,67,4.56
380,Giresun,TR,2020-06-17 02:22:21,40.5,38.5,66.2,100,20,2.24
381,Medicine Hat,CA,2020-06-17 02:22:21,50.05,-110.67,64.99,55,90,5.82
382,Sao Joao Batista,BR,2020-06-17 02:22:21,-27.28,-48.85,68.0,99,100,1.01
383,Alamosa,US,2020-06-17 02:17:32,37.47,-105.87,75.2,19,20,10.29
384,Nadym,RU,2020-06-17 02:22:23,65.53,72.52,44.69,70,99,14.34
385,Salalah,OM,2020-06-17 02:22:23,17.02,54.09,84.2,89,40,4.7
386,Kloulklubed,PW,2020-06-17 02:22:23,7.04,134.26,87.8,70,75,10.29
387,Abha,SA,2020-06-17 02:22:23,18.22,42.51,68.0,34,0,3.53
388,Ajdabiya,LY,2020-06-17 02:22:24,30.76,20.23,67.33,83,0,8.41
389,Tessaoua,NE,2020-06-17 02:22:24,13.76,7.99,92.95,15,99,7.81
390,Zaysan,KZ,2020-06-17 02:22:24,47.47,84.87,78.37,35,92,2.93
391,Kassala,SD,2020-06-17 02:22:25,15.45,36.4,81.55,51,100,11.97
392,Pella,RU,2020-06-17 02:22:25,59.78,30.82,66.99,88,85,2.86
393,Princeton,US,2020-06-17 02:18:34,25.54,-80.41,80.6,69,40,5.82
394,Tezu,IN,2020-06-17 02:22:26,27.92,96.17,78.42,86,96,0.81
395,Broken Hill,AU,2020-06-17 02:22:26,-31.95,141.43,60.8,51,40,10.29
396,Jian,CN,2020-06-17 02:22:26,27.12,114.98,86.92,66,4,13.53
397,Xichang,CN,2020-06-17 02:21:36,27.9,102.26,78.08,64,76,4.14
398,Andra,RU,2020-06-17 02:22:27,62.51,65.89,43.7,87,100,14.58
399,Veraval,IN,2020-06-17 02:22:27,20.9,70.37,83.84,81,85,7.25
400,Nouadhibou,MR,2020-06-17 02:22:27,20.93,-17.03,87.8,38,0,21.92
401,Esmeraldas,BR,2020-06-17 02:22:28,-19.76,-44.31,64.4,77,40,8.05
402,Nishihara,JP,2020-06-17 02:22:28,26.18,127.76,87.8,79,75,19.46
403,Jiaojiang,CN,2020-06-17 02:22:28,28.68,121.44,96.01,77,99,1.01
404,Beloha,MG,2020-06-17 02:22:28,-25.17,45.05,63.86,70,83,13.56
405,Atambua,ID,2020-06-17 02:22:29,-9.11,124.89,81.36,58,10,6.46
406,Inhambane,MZ,2020-06-17 02:22:29,-23.86,35.38,65.12,82,62,6.64
407,Koygorodok,RU,2020-06-17 02:22:30,60.45,51.0,49.91,79,96,8.28
408,Severnoye,RU,2020-06-17 02:22:30,56.35,78.36,59.04,70,0,2.8
409,Barinas,VE,2020-06-17 02:22:31,8.62,-70.21,73.85,92,100,4.09
410,Port Augusta,AU,2020-06-17 02:22:33,-32.5,137.77,62.01,67,0,5.82
411,Asfi,MA,2020-06-17 02:22:33,32.3,-9.24,67.8,74,96,12.24
412,Bilibino,RU,2020-06-17 02:22:34,68.05,166.44,75.69,26,100,1.45
413,Aureliana,PH,2020-06-17 02:22:34,10.89,121.98,86.11,58,100,4.36
414,Coos Bay,US,2020-06-17 02:22:34,43.37,-124.22,61.0,72,20,6.93
415,Ruhengeri,RW,2020-06-17 02:22:34,-1.5,29.64,53.24,85,60,1.43
416,Epe,NG,2020-06-17 02:22:35,6.58,3.98,77.9,88,96,6.98
417,Presidencia Roque Saenz Pena,AR,2020-06-17 02:22:35,-26.79,-60.44,77.0,62,3,4.0
418,Montepuez,MZ,2020-06-17 02:22:36,-13.13,39.0,60.26,80,79,12.17
419,San Fernando,PH,2020-06-17 02:22:39,15.03,120.69,89.6,62,75,2.24
420,Riyadh,SA,2020-06-17 02:22:39,24.69,46.72,84.2,23,0,3.36
421,Cuamba,MZ,2020-06-17 02:22:40,-14.8,36.54,55.9,87,0,7.96
422,Goderich,CA,2020-06-17 02:22:40,43.75,-81.72,60.01,76,0,4.21
423,Okha,RU,2020-06-17 02:22:40,53.57,142.95,41.86,90,100,6.62
424,Kavali,IN,2020-06-17 02:22:41,14.92,79.98,87.85,56,100,14.52
425,Beni Suef,EG,2020-06-17 02:22:41,29.07,31.1,74.53,27,0,3.83
426,Komsomolskiy,UZ,2020-06-17 02:22:42,40.43,71.72,80.6,19,95,11.41
427,Lata,PT,2020-06-17 02:22:42,40.16,-8.33,60.01,85,96,2.35
428,Miri,MY,2020-06-17 02:22:42,4.41,114.01,86.0,79,75,3.36
429,Lodwar,KE,2020-06-17 02:22:42,3.12,35.6,79.5,51,18,13.71
430,Kismayo,SO,2020-06-17 02:22:42,-0.36,42.55,78.21,74,72,19.69
431,Tahe,CN,2020-06-17 02:22:42,52.33,124.73,65.73,39,0,7.58
432,Politika,GR,2020-06-17 02:22:43,38.6,23.55,73.0,72,0,4.7
433,Geraldton,AU,2020-06-17 02:22:43,-28.77,114.6,73.4,28,40,21.92
434,Nuevo Imperial,PE,2020-06-17 02:22:44,-13.08,-76.32,62.38,78,56,4.0
435,Mingaora,PK,2020-06-17 02:22:44,34.78,72.36,80.4,28,0,6.67
436,Taree,AU,2020-06-17 02:22:44,-31.9,152.47,66.2,52,2,5.82
437,Progreso,MX,2020-06-17 02:22:44,21.28,-89.67,82.0,88,75,5.82
438,Makakilo City,US,2020-06-17 02:22:44,21.35,-158.09,84.2,65,75,10.29
439,Mackay,AU,2020-06-17 02:22:45,-21.15,149.2,73.4,73,90,14.99
440,Nhulunbuy,AU,2020-06-17 02:22:45,-12.23,136.77,84.2,62,75,13.87
441,Mahibadhoo,MV,2020-06-17 02:22:45,3.78,72.97,84.2,78,43,14.61
442,Sibolga,ID,2020-06-17 02:22:46,1.74,98.78,84.15,63,47,1.23
443,Asau,RO,2020-06-17 02:22:46,46.43,26.4,63.0,100,98,2.24
444,Atbasar,KZ,2020-06-17 02:22:47,51.8,68.33,60.78,54,0,8.14
445,Sorland,NO,2020-06-17 02:22:47,67.67,12.69,51.31,77,0,10.4
446,Villarrica,PY,2020-06-17 02:22:47,-25.75,-56.43,69.55,74,9,8.72
447,Phek,IN,2020-06-17 02:22:47,25.67,94.5,64.85,100,100,0.38
448,Kutum,SD,2020-06-17 02:22:48,14.2,24.67,74.7,18,96,6.6
449,Hay River,CA,2020-06-17 02:22:49,60.82,-115.8,48.2,70,40,6.93
450,Oussouye,SN,2020-06-17 02:22:49,12.48,-16.55,80.6,94,75,4.7
451,Newnan,US,2020-06-17 02:22:50,33.38,-84.8,66.0,83,13,4.23
452,Neiafu,TO,2020-06-17 02:22:50,-18.65,-173.98,78.8,78,40,10.29
453,Urumqi,CN,2020-06-17 02:22:50,43.8,87.6,78.8,31,100,6.71
454,Kodinsk,RU,2020-06-17 02:22:50,58.69,99.18,58.86,47,0,5.3
455,Kang,BW,2020-06-17 02:22:51,-23.68,22.79,44.44,85,0,8.63
456,Nyurba,RU,2020-06-17 02:22:51,63.28,118.33,52.41,93,100,10.33
457,Shagamu,NG,2020-06-17 02:22:51,6.84,3.65,80.6,94,20,2.24
458,Karasburg,NA,2020-06-17 02:22:51,-28.02,18.75,44.82,45,0,14.36
459,Gizo,SB,2020-06-17 02:22:52,-8.1,156.84,83.46,73,13,8.01
460,Winnemucca,US,2020-06-17 02:22:52,40.97,-117.74,60.8,36,75,14.99
461,Ternate,ID,2020-06-17 02:22:52,0.8,127.4,84.31,71,4,3.6
462,Letka,RU,2020-06-17 02:22:52,59.6,49.42,50.47,81,79,10.11
463,Mangai,CD,2020-06-17 02:22:53,-4.05,19.53,64.85,59,0,1.61
464,Chodziez,PL,2020-06-17 02:22:53,52.99,16.92,61.0,93,9,2.24
465,Antalaha,MG,2020-06-17 02:22:53,-14.9,50.28,69.44,83,19,11.61
466,Beringovskiy,RU,2020-06-17 02:22:53,63.05,179.32,46.15,73,57,3.38
467,Kolda,SN,2020-06-17 02:22:54,12.88,-14.95,82.29,72,51,9.62
468,Linguere,SN,2020-06-17 02:22:54,15.4,-15.12,85.15,46,3,12.01
469,Staryy Nadym,RU,2020-06-17 02:22:54,65.61,72.68,44.87,69,97,14.05
470,Miraflores,MX,2020-06-17 02:22:55,19.22,-98.81,71.6,40,5,21.92
471,Puerto Narino,CO,2020-06-17 02:22:55,-3.77,-70.38,75.2,100,6,1.21
472,Churapcha,RU,2020-06-17 02:22:55,62.0,132.43,75.81,31,31,8.3
473,Fort-Shevchenko,KZ,2020-06-17 02:22:55,44.51,50.26,75.6,36,100,16.02
474,Chingirlau,KZ,2020-06-17 02:22:55,51.09,54.08,63.39,70,0,5.75
475,Trenggalek,ID,2020-06-17 02:22:56,-8.05,111.72,79.77,81,97,7.83
476,Bayir,TR,2020-06-17 02:22:56,37.27,28.22,66.2,68,0,2.24
477,Olinda,BR,2020-06-17 02:22:00,-8.01,-34.86,77.0,88,75,9.17
478,Kuchaman,IN,2020-06-17 02:22:57,27.15,74.85,93.9,34,10,17.05
479,Taltal,CL,2020-06-17 02:22:57,-25.4,-70.48,54.95,76,47,1.48
480,Alpena,US,2020-06-17 02:22:57,45.06,-83.43,63.0,63,1,6.93
481,Buchanan,LR,2020-06-17 02:22:58,5.88,-10.05,78.8,94,75,8.39
482,Ogaminana,NG,2020-06-17 02:22:58,7.59,6.22,73.96,93,100,10.11
483,Quesnel,CA,2020-06-17 02:22:58,53.0,-122.5,69.8,40,40,4.7
484,Opuwo,NA,2020-06-17 02:22:59,-18.06,13.84,53.26,60,0,7.29
485,Vallenar,CL,2020-06-17 02:22:59,-28.57,-70.76,53.46,77,7,5.35
486,Kaeng Khoi,TH,2020-06-17 02:22:59,14.59,101.0,82.0,86,100,5.06
487,Beira,MZ,2020-06-17 02:22:59,-19.84,34.84,62.6,100,75,9.17
488,Miyang,CN,2020-06-17 02:23:00,24.4,103.44,72.36,79,90,8.48
489,Kaitangata,NZ,2020-06-17 02:23:01,-46.28,169.85,46.99,75,100,25.01
490,Te Anau,NZ,2020-06-17 02:21:39,-45.42,167.72,46.06,85,100,6.31
491,Hirado,JP,2020-06-17 02:23:01,33.36,129.55,77.0,78,75,2.24
492,Coquimbo,CL,2020-06-17 02:23:01,-29.95,-71.34,57.2,71,75,8.05
493,Weyburn,CA,2020-06-17 02:23:02,49.67,-103.85,78.01,62,13,3.0
494,Oriximina,BR,2020-06-17 02:23:02,-1.77,-55.87,76.05,91,94,2.93
495,Actopan,MX,2020-06-17 02:23:02,20.27,-98.93,62.06,78,23,7.43
496,Manzhouli,CN,2020-06-17 02:23:03,49.6,117.43,76.57,41,70,10.13
497,Carnduff,CA,2020-06-17 02:23:03,49.17,-101.8,75.0,76,64,4.0
498,Nieuw Nickerie,SR,2020-06-17 02:23:03,5.95,-56.98,79.56,84,95,5.5
499,Tikrit,IQ,2020-06-17 02:23:04,34.61,43.68,81.14,25,0,10.42
500,Hovd,MN,2020-06-17 02:23:04,48.01,91.64,68.94,34,30,4.68
501,Mkokotoni,TZ,2020-06-17 02:23:04,-5.88,39.25,75.09,76,91,12.01
502,Tonantins,BR,2020-06-17 02:23:04,-2.87,-67.8,75.38,87,60,1.14
503,Madras,IN,2020-06-17 02:23:05,13.09,80.28,87.8,70,40,10.29
504,Valparaiso,CL,2020-06-17 02:23:05,-33.04,-71.63,53.6,100,90,9.31
505,Kirovskiy,RU,2020-06-17 02:23:05,45.09,133.51,57.31,95,100,4.54
506,Stonewall,CA,2020-06-17 02:23:06,50.13,-97.33,86.0,48,90,17.22
507,Saa,CM,2020-06-17 02:23:07,4.37,11.45,70.2,99,100,4.09
508,Khani,GE,2020-06-17 02:23:08,41.96,42.96,69.8,94,75,10.29
509,Katherine,AU,2020-06-17 02:23:08,-14.47,132.27,82.4,26,0,17.22
510,Lufilufi,WS,2020-06-17 02:23:08,-13.87,-171.6,86.0,66,74,11.01
511,Kahului,US,2020-06-17 02:23:09,20.89,-156.47,82.4,51,40,20.8
512,Ancud,CL,2020-06-17 02:21:41,-41.87,-73.82,51.01,100,90,5.82
513,Creston,US,2020-06-17 02:23:09,41.06,-94.36,75.2,64,1,13.87
514,Adamovka,RU,2020-06-17 02:23:10,51.52,59.94,65.53,48,66,4.05
515,Ismailia,EG,2020-06-17 02:20:03,30.6,32.27,72.07,48,0,5.23
516,Ulaangom,MN,2020-06-17 02:23:10,49.98,92.07,69.53,41,7,5.12
517,Tilichiki,RU,2020-06-17 02:23:10,60.47,166.1,51.64,65,7,7.4
518,Santiago Del Estero,AR,2020-06-17 02:23:11,-27.8,-64.26,73.15,63,100,5.66
519,Marystown,CA,2020-06-17 02:23:11,47.17,-55.15,51.31,68,31,14.83
520,Newport,GB,2020-06-17 02:23:11,51.59,-3.0,59.0,95,3,2.75
521,Nurota,UZ,2020-06-17 02:23:12,40.56,65.69,71.6,35,18,6.93
522,Yangjiang,CN,2020-06-17 02:23:13,21.85,111.97,87.01,71,1,15.3
523,Rundu,NA,2020-06-17 02:23:14,-17.93,19.77,49.06,59,0,4.72
524,Kruisfontein,ZA,2020-06-17 02:23:14,-34.0,24.73,48.74,90,0,3.94
525,Nelson Bay,AU,2020-06-17 02:23:14,-32.72,152.15,64.99,68,75,13.87
526,Polunochnoye,RU,2020-06-17 02:23:14,60.87,60.42,49.98,92,79,9.57
527,The Valley,AI,2020-06-17 02:23:14,18.22,-63.06,82.99,69,40,11.41
528,Sebinkarahisar,TR,2020-06-17 02:23:15,40.29,38.42,52.97,75,0,0.34
529,Mitu,CO,2020-06-17 02:20:01,1.2,-70.17,72.55,95,74,2.01
530,Binzhou,CN,2020-06-17 02:23:15,37.37,118.02,79.0,60,100,6.89
531,Sakakah,SA,2020-06-17 02:23:16,29.97,40.21,78.8,26,0,6.93
532,Palermo,IT,2020-06-17 02:23:16,37.82,13.58,69.01,59,0,3.49
533,Aswan,EG,2020-06-17 02:23:16,24.09,32.91,79.75,17,0,7.56
534,Lakes Entrance,AU,2020-06-17 02:23:16,-37.88,147.98,57.0,57,40,1.01
535,Manoel Urbano,BR,2020-06-17 02:23:17,-8.84,-69.26,73.09,76,0,0.85
536,Elizabeth City,US,2020-06-17 02:23:17,36.29,-76.25,66.2,93,90,21.92
537,Osakarovka,KZ,2020-06-17 02:23:18,50.56,72.57,53.38,77,100,17.02
538,Beatrice,US,2020-06-17 02:23:18,40.27,-96.75,84.2,45,1,10.29
539,San Quintin,MX,2020-06-17 02:23:18,30.48,-115.95,65.64,76,1,9.84
540,Adelaide,AU,2020-06-17 02:22:25,-34.93,138.6,62.01,72,75,5.82
541,Lagos,NG,2020-06-17 02:18:52,6.58,3.75,80.6,94,20,2.24
542,Stokmarknes,NO,2020-06-17 02:23:19,68.56,14.91,48.99,73,5,11.01
543,Arman,RU,2020-06-17 02:23:20,59.7,150.17,60.21,52,33,9.57
544,Terrak,NO,2020-06-17 02:23:20,65.09,12.37,55.4,87,91,1.12
545,Toktogul,KG,2020-06-17 02:23:20,41.87,72.94,65.95,47,40,0.69
546,Alenquer,BR,2020-06-17 02:20:29,-1.94,-54.74,75.63,94,93,3.33
547,Noumea,NC,2020-06-17 02:19:42,-22.28,166.46,78.8,54,75,10.29
548,Pasrur,PK,2020-06-17 02:23:22,32.26,74.66,87.8,54,0,6.93
549,Ullapool,GB,2020-06-17 02:23:22,57.9,-5.16,54.0,96,100,1.99
550,Baft,IR,2020-06-17 02:23:23,29.23,56.61,70.14,21,0,3.15
551,Porto Novo,BJ,2020-06-17 02:23:23,6.5,2.6,82.4,83,40,12.75
552,Plastun,RU,2020-06-17 02:23:23,44.76,136.29,48.27,93,100,3.96
553,Senno,RU,2020-06-17 02:23:24,59.53,33.92,62.24,95,18,3.38
554,Yashkul,RU,2020-06-17 02:23:24,46.17,45.34,71.78,40,19,10.29
555,Oktyabrskoye,RU,2020-06-17 02:23:24,43.06,44.74,64.4,88,100,4.47
556,San Carlos De Bariloche,AR,2020-06-17 02:23:24,-41.15,-71.31,35.6,84,75,6.93
557,Ugoofaaru,MV,2020-06-17 02:23:24,5.67,73.0,84.47,79,66,17.43
558,Gravdal,NO,2020-06-17 02:23:25,68.12,13.5,51.12,74,0,7.25
559,Banjar,ID,2020-06-17 02:23:25,-8.19,114.97,84.2,94,40,19.46
560,Leh,IN,2020-06-17 02:23:26,34.17,77.58,51.03,46,4,6.38
561,Praia Da Vitoria,PT,2020-06-17 02:23:26,38.73,-27.07,62.6,93,40,10.98
562,Louth,GB,2020-06-17 02:23:27,53.37,0.0,55.4,93,2,6.93
563,Dasoguz,TM,2020-06-17 02:23:27,41.84,59.97,66.2,37,77,9.17
