City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
313,Eenhana,NA,-17.47,16.33,50.0,61,0,4.7,clear sky,0.0,0
314,Port Keats,AU,-14.25,129.55,83.23,29,0,13.15,clear sky,0.0,0
315,Mahebourg,MU,-20.41,57.7,69.8,83,40,11.41,shower rain,0.0,0
316,Yar-Sale,RU,66.83,70.83,42.13,89,100,14.67,light rain,0.45,0
317,Mizan Teferi,ET,6.98,35.58,62.94,82,99,1.07,overcast clouds,0.0,0
318,Atkarsk,RU,51.87,45.01,52.5,88,84,10.31,broken clouds,0.0,0
319,Tabas,IR,33.6,56.92,87.8,9,0,2.24,clear sky,0.0,0
320,Grindavik,IS,63.84,-22.43,53.6,76,100,14.99,overcast clouds,0.0,0
321,Sampit,ID,-2.53,112.95,84.27,71,100,2.98,light rain,0.15,0
322,Saint-Malo,FR,48.5,-1.83,51.01,100,0,4.7,clear sky,0.0,0
323,Akhisar,TR,38.92,27.84,65.93,72,0,2.35,clear sky,0.0,0
324,Huarmey,PE,-10.07,-78.15,62.76,84,80,6.51,broken clouds,0.0,0
325,Zhanaozen,KZ,43.3,52.8,79.77,17,98,14.14,overcast clouds,0.0,0
326,Holme,DK,56.11,10.17,59.0,93,100,8.61,light rain,0.35,0
327,Baherden,TM,38.44,57.43,84.34,26,0,6.98,clear sky,0.0,0
328,Vaitape,PF,-16.52,-151.75,78.28,81,49,23.69,scattered clouds,0.0,0
329,Hay River,CA,60.82,-115.8,82.4,39,75,8.05,broken clouds,0.0,0
330,Udachnyy,RU,66.42,112.4,77.0,31,40,6.71,scattered clouds,0.0,0
331,Guerrero Negro,MX,27.98,-114.06,64.98,80,8,19.44,clear sky,0.0,0
332,Dingle,PH,11.0,122.67,87.28,68,86,6.44,overcast clouds,0.0,0
333,Viransehir,TR,37.24,39.76,71.62,36,0,1.39,clear sky,0.0,0
334,Mumford,GH,5.26,-0.76,77.36,88,100,10.69,light rain,0.36,0
335,Pauini,BR,-7.71,-66.98,75.29,73,28,1.43,scattered clouds,0.0,0
336,Codrington,AU,-38.27,141.97,55.58,75,94,10.67,light rain,0.15,0
337,Mozarlandia,BR,-14.74,-50.57,71.55,54,0,4.92,clear sky,0.0,0
338,Bayir,TR,37.27,28.22,64.4,82,0,1.12,clear sky,0.0,0
339,Christchurch,NZ,-43.53,172.63,50.0,81,28,6.93,scattered clouds,0.0,0
340,Minggang,CN,32.46,114.05,70.63,95,100,5.79,light rain,0.42,0
341,Maralal,KE,1.1,36.7,57.94,90,98,1.95,light rain,0.19,0
342,Valparaiso,CL,-33.04,-71.63,48.2,100,0,5.82,clear sky,0.0,0
343,Newport,GB,51.59,-3.0,53.01,94,1,8.55,clear sky,0.0,0
344,Naze,JP,28.37,129.48,77.0,88,75,20.8,broken clouds,0.0,0
345,Dongying,CN,37.46,118.49,84.7,35,58,10.85,broken clouds,0.0,0
346,Kavieng,PG,-2.57,150.8,85.86,65,9,4.47,clear sky,0.0,0
347,Nizhniy Tsasuchey,RU,50.52,115.13,72.61,35,30,8.3,scattered clouds,0.0,0
348,Taoudenni,ML,22.68,-3.98,100.22,11,33,16.02,scattered clouds,0.0,0
349,Conde,BR,-7.26,-34.91,73.4,94,20,4.7,few clouds,0.0,0
350,Rock Sound,BS,24.9,-76.2,81.82,82,100,8.23,overcast clouds,0.0,0
351,Itarema,BR,-2.92,-39.92,76.84,81,6,9.55,clear sky,0.0,0
352,Ancud,CL,-41.87,-73.82,46.99,100,90,16.11,overcast clouds,0.0,0
353,Hualmay,PE,-11.1,-77.61,61.92,86,89,7.05,overcast clouds,0.0,0
354,Olafsvik,IS,64.89,-23.71,51.84,81,99,16.93,overcast clouds,0.0,0
355,Salalah,OM,17.02,54.09,84.2,79,90,6.93,overcast clouds,0.0,0
356,Sotouboua,TG,8.57,0.98,71.04,98,90,2.46,overcast clouds,0.0,0
357,Nongstoin,IN,25.52,91.27,71.06,86,56,5.17,broken clouds,0.0,0
358,Ostrovnoy,RU,68.05,39.51,47.77,66,29,9.89,scattered clouds,0.0,0
359,Tabou,CI,4.42,-7.35,76.21,86,100,10.0,light rain,0.13,0
360,Camacha,PT,33.08,-16.33,68.0,72,40,12.75,scattered clouds,0.0,0
361,Berea,US,41.37,-81.85,73.99,64,75,9.17,broken clouds,0.0,0
362,Itaporanga,BR,-7.3,-38.15,67.23,72,1,5.75,clear sky,0.0,0
363,Paamiut,GL,61.99,-49.67,41.63,82,61,17.45,broken clouds,0.0,0
364,Chifeng,CN,42.27,118.96,87.57,31,93,15.32,overcast clouds,0.0,0
365,Kavaratti,IN,10.57,72.64,83.79,76,100,18.19,moderate rain,1.22,0
366,Kruisfontein,ZA,-34.0,24.73,51.19,87,50,4.38,scattered clouds,0.0,0
367,Saint-Joseph,RE,-21.37,55.62,68.0,68,41,8.05,scattered clouds,0.0,0
368,Gashua,NG,12.87,11.05,86.25,52,18,14.25,few clouds,0.0,0
369,Baculin,PH,7.45,126.58,86.05,62,17,4.16,few clouds,0.0,0
370,Victor Harbor,AU,-35.57,138.62,55.0,82,44,5.01,light rain,0.25,0
371,Ust-Tsilma,RU,65.44,52.15,42.84,69,100,6.24,overcast clouds,0.0,0
372,La Palma,US,33.85,-118.05,75.99,56,1,9.17,clear sky,0.0,0
373,Penzance,GB,50.12,-5.54,55.99,93,0,9.17,clear sky,0.0,0
374,Bay-Khaak,RU,51.17,94.5,47.98,73,81,6.11,broken clouds,0.0,0
375,Taltal,CL,-25.4,-70.48,57.27,72,0,5.23,clear sky,0.0,0
376,Cooma,AU,-36.23,149.13,46.4,49,3,6.93,clear sky,0.0,0
377,Zaria,NG,11.11,7.72,73.6,82,80,12.19,broken clouds,0.0,0
378,San Jose,US,37.34,-121.89,75.99,53,40,11.41,scattered clouds,0.0,0
379,Mpika,ZM,-11.83,31.45,50.07,70,0,7.38,clear sky,0.0,0
380,Betare Oya,CM,5.6,14.08,67.35,97,100,1.41,light rain,0.29,0
381,Ponta Delgada,PT,37.73,-25.67,64.4,93,20,2.24,few clouds,0.0,0
382,Eyl,SO,7.98,49.82,82.67,59,21,23.15,few clouds,0.0,0
383,Inhambane,MZ,-23.86,35.38,64.09,71,0,4.72,clear sky,0.0,0
384,Bockenem,DE,52.01,10.13,60.01,81,100,4.9,light rain,0.28,0
385,Ponta Do Sol,PT,32.67,-17.1,69.8,64,40,13.87,scattered clouds,0.0,0
386,La Plata,AR,-34.92,-57.95,52.0,74,96,3.0,overcast clouds,0.0,0
387,Mamlyutka,KZ,54.94,68.54,53.6,66,0,8.95,clear sky,0.0,0
388,Shahr-E Babak,IR,30.12,55.12,67.59,22,0,1.21,clear sky,0.0,0
389,Glenwood Springs,US,39.55,-107.32,80.6,43,40,8.05,scattered clouds,0.0,0
390,Palmer,US,42.16,-72.33,78.8,61,75,5.82,broken clouds,0.0,0
391,Mocuba,MZ,-16.84,36.99,59.49,98,0,2.91,clear sky,0.0,0
392,Dzaoudzi,YT,-12.79,45.27,78.8,74,97,16.11,overcast clouds,0.0,0
393,Santa Rosa,PH,14.31,121.11,91.99,59,20,5.82,few clouds,0.0,0
394,Puerto Del Rosario,ES,28.5,-13.86,69.8,77,8,13.87,clear sky,0.0,0
395,Magistralnyy,RU,56.17,107.45,75.79,37,0,9.24,clear sky,0.0,0
396,Syracuse,IT,37.09,15.28,64.99,82,48,5.82,scattered clouds,0.0,0
397,Amberley,US,39.2,-84.43,71.01,100,90,3.71,moderate rain,0.99,0
398,Nelson Bay,AU,-32.72,152.15,59.0,58,40,23.04,scattered clouds,0.0,0
399,Lata,PT,40.16,-8.33,64.0,99,21,1.99,few clouds,0.0,0
400,Dawlatabad,AF,36.41,64.91,91.8,11,3,6.58,clear sky,0.0,0
401,Tema,GH,5.67,-0.02,75.2,100,90,12.75,light rain,0.0,0
402,Pancol,PH,10.87,119.42,84.87,73,100,6.06,light rain,0.9,0
403,Mormugao,IN,15.4,73.8,78.8,94,40,8.05,mist,0.0,0
404,Sabirabad,AZ,40.01,48.48,71.6,64,40,9.17,scattered clouds,0.0,0
405,Kampene,CD,-3.6,26.67,67.37,74,2,1.23,clear sky,0.0,0
406,Tres Arroyos,AR,-38.37,-60.28,42.6,65,3,7.11,clear sky,0.0,0
407,Mundra,IN,22.85,69.73,81.72,82,93,10.18,moderate rain,2.85,0
408,Seymchan,RU,62.88,152.43,82.54,26,100,2.3,overcast clouds,0.0,0
409,Turukhansk,RU,65.82,87.98,63.5,42,0,15.03,clear sky,0.0,0
410,Eugene,US,44.05,-123.09,73.99,53,20,12.75,few clouds,0.0,0
411,Kahului,US,20.89,-156.47,89.6,43,40,17.22,scattered clouds,0.0,0
412,Hluti,SZ,-27.22,31.62,44.6,100,0,1.12,clear sky,0.0,0
413,San Patricio,MX,19.22,-104.7,81.91,70,46,0.51,scattered clouds,0.0,0
414,Itaituba,BR,-4.28,-55.98,77.27,74,89,0.83,overcast clouds,0.0,0
415,Nizhniy Kuranakh,RU,58.84,125.49,68.49,38,100,7.0,overcast clouds,0.0,0
416,Tallahassee,US,30.44,-84.28,82.4,58,20,5.82,few clouds,0.0,0
417,Astoria,US,46.19,-123.83,63.0,67,1,12.75,clear sky,0.0,0
418,Buedu,SL,8.28,-10.37,71.83,98,90,2.98,overcast clouds,0.0,0
419,La Cruz,MX,23.92,-106.9,82.0,81,0,3.0,clear sky,0.0,0
420,Giresun,TR,40.5,38.5,64.4,100,79,2.24,broken clouds,0.0,0
421,Hervey Bay,AU,-25.3,152.85,73.0,51,17,7.0,few clouds,0.0,0
422,Meulaboh,ID,4.14,96.13,74.23,96,100,5.84,heavy intensity rain,9.63,0
423,Wamba,NG,8.93,8.6,71.91,94,82,1.43,broken clouds,0.0,0
424,Shima,CN,24.45,117.81,93.2,59,20,8.95,few clouds,0.0,0
425,Axim,GH,4.87,-2.24,77.02,88,100,9.71,light rain,0.81,0
426,Tagusao,PH,9.19,117.81,86.7,65,98,3.76,overcast clouds,0.0,0
427,Egvekinot,RU,66.32,-179.17,63.72,40,14,6.89,few clouds,0.0,0
428,Boralday,KZ,43.36,76.86,64.4,48,42,2.24,scattered clouds,0.0,0
429,Hobyo,SO,5.35,48.53,79.12,69,99,22.17,overcast clouds,0.0,0
430,Raudeberg,NO,61.99,5.14,57.99,94,95,3.31,overcast clouds,0.0,0
431,Oia,PT,40.54,-8.54,66.0,89,4,2.3,clear sky,0.0,0
432,Sinegorye,RU,62.08,150.48,77.04,26,41,5.06,scattered clouds,0.0,0
433,Tukrah,LY,32.53,20.58,68.45,86,31,8.97,scattered clouds,0.0,0
434,Skala,PL,50.23,19.85,63.0,93,75,5.82,broken clouds,0.0,0
435,Sechura,PE,-5.56,-80.82,66.79,76,22,12.57,few clouds,0.0,0
436,Ferrol,ES,43.48,-8.24,60.01,93,2,4.7,clear sky,0.0,0
437,Jawhar,SO,2.78,45.5,74.68,82,100,12.73,overcast clouds,0.0,0
438,Katsuura,JP,35.13,140.3,70.0,94,75,18.34,light rain,0.0,0
439,Vila,PT,42.03,-8.16,59.0,91,0,3.96,clear sky,0.0,0
440,Libreville,GA,0.39,9.45,77.0,88,40,9.17,scattered clouds,0.0,0
441,Narsaq,GL,60.92,-46.05,50.0,61,100,5.82,overcast clouds,0.0,0
442,Irsha,RU,55.93,94.79,53.58,92,98,8.25,light rain,0.54,0
443,Rawlins,US,41.79,-107.24,66.99,34,1,5.82,clear sky,0.0,0
444,Comodoro Rivadavia,AR,-45.87,-67.5,50.0,49,100,9.17,overcast clouds,0.0,0
445,Kurikka,FI,62.62,22.42,55.99,87,0,3.36,clear sky,0.0,0
446,Khasan,RU,42.43,130.64,67.91,85,99,2.95,overcast clouds,0.0,0
447,Yeppoon,AU,-23.13,150.73,75.2,41,0,8.05,clear sky,0.0,0
448,Sao Felix Do Xingu,BR,-6.64,-51.99,70.99,83,0,2.17,clear sky,0.0,0
449,Messina,IT,38.19,15.55,70.0,83,40,2.24,scattered clouds,0.0,0
450,Verkhnevilyuysk,RU,63.45,120.32,76.73,41,12,8.39,few clouds,0.0,0
451,Ypsonas,CY,34.69,32.96,71.6,83,20,6.93,few clouds,0.0,0
452,Turayf,SA,31.67,38.66,69.8,46,0,2.1,clear sky,0.0,0
453,Beira,MZ,-19.84,34.84,60.8,93,0,5.82,clear sky,0.0,0
454,Brandenburg,DE,52.42,12.55,57.0,88,0,2.3,clear sky,0.0,0
455,Suchiate,MX,14.55,-92.22,82.4,88,90,8.05,overcast clouds,0.0,0
456,Provideniya,RU,64.38,-173.3,59.0,51,18,11.18,few clouds,0.0,0
457,Alekseyevka,RU,50.63,38.69,62.89,93,75,5.55,broken clouds,0.0,0
458,Fukue,JP,32.69,128.84,78.8,69,20,8.05,few clouds,0.0,0
459,Bojonegoro,ID,-7.15,111.88,82.71,72,81,4.88,broken clouds,0.0,0
460,Asfi,MA,32.3,-9.24,68.83,81,0,11.1,clear sky,0.0,0
461,Calama,CL,-22.47,-68.93,48.2,11,0,19.46,clear sky,0.0,0
462,Dauriya,RU,49.93,116.87,71.28,36,12,10.96,few clouds,0.0,0
463,Bongandanga,CD,1.5,21.05,71.1,83,0,2.44,clear sky,0.0,0
464,Coos Bay,US,43.37,-124.22,69.01,77,1,18.34,clear sky,0.0,0
465,Kutum,SD,14.2,24.67,74.46,17,0,9.55,clear sky,0.0,0
466,Yumen,CN,40.28,97.2,72.64,31,0,5.35,clear sky,0.0,0
467,Inta,RU,66.03,60.17,41.14,75,100,12.5,overcast clouds,0.0,0
468,Ust-Nera,RU,64.57,143.2,80.82,23,8,3.6,clear sky,0.0,0
469,Agirish,RU,61.92,63.02,45.75,82,94,6.62,overcast clouds,0.0,0
470,Kuching,MY,1.55,110.33,84.2,83,40,5.82,scattered clouds,0.0,0
471,Ocampo,MX,21.65,-101.5,65.34,63,82,1.05,moderate rain,1.42,0
472,Pundaguitan,PH,6.37,126.17,83.91,69,1,3.15,clear sky,0.0,0
473,Grants,US,35.15,-107.85,84.2,8,1,8.05,clear sky,0.0,0
474,Lichuan,CN,30.3,108.85,66.31,98,100,1.97,moderate rain,1.92,0
475,Sobolevo,RU,54.43,31.9,56.44,87,74,9.22,broken clouds,0.0,0
476,Verkhnyaya Inta,RU,65.98,60.31,40.73,76,100,12.33,overcast clouds,0.0,0
477,Popondetta,PG,-8.75,148.25,88.57,57,7,4.61,clear sky,0.0,0
478,Jibuti,DJ,11.5,42.5,95.0,23,1,5.77,haze,0.0,0
479,Skibotn,NO,69.39,20.27,50.0,61,83,2.24,broken clouds,0.0,0
480,Antofagasta,CL,-23.65,-70.4,57.2,76,75,5.82,broken clouds,0.0,0
481,Makakilo City,US,21.35,-158.09,84.2,61,1,11.41,clear sky,0.0,0
482,Yarmouth,US,41.71,-70.23,70.0,88,90,5.82,mist,0.0,0
483,Grootfontein,NA,-19.57,18.12,40.71,70,0,2.55,clear sky,0.0,0
484,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,88,0,10.13,clear sky,0.0,0
485,Strezhevoy,RU,60.73,77.59,50.0,87,75,15.66,broken clouds,0.0,0
486,Saint-Georges,GD,12.06,-61.75,82.4,83,20,23.04,few clouds,0.0,0
487,San Quintin,MX,30.48,-115.95,65.21,81,17,15.55,few clouds,0.0,0
488,Totness,SR,5.88,-56.32,78.53,84,91,10.96,overcast clouds,0.0,0
489,Denpasar,ID,-8.65,115.22,84.2,83,40,16.11,scattered clouds,0.0,0
490,Puerto Madero,MX,14.72,-92.42,82.4,88,90,8.05,overcast clouds,0.0,0
491,Pacific Grove,US,36.62,-121.92,62.6,72,75,11.41,broken clouds,0.0,0
492,Balabac,PH,7.99,117.06,86.94,61,93,4.25,overcast clouds,0.0,0
493,Rawson,AR,-43.3,-65.1,49.14,50,48,11.12,scattered clouds,0.0,0
494,Tual,ID,-5.67,132.75,79.95,80,0,21.32,clear sky,0.0,0
495,Guangyuan,CN,32.44,105.82,66.0,84,100,5.48,overcast clouds,0.0,0
496,Los Llanos De Aridane,ES,28.66,-17.92,71.6,68,20,13.87,few clouds,0.0,0
497,Port Shepstone,ZA,-30.74,30.45,61.77,73,0,6.29,clear sky,0.0,0
498,Korla,CN,41.76,86.15,72.0,88,0,7.78,clear sky,0.0,0
499,Barao De Melgaco,BR,-16.19,-55.97,71.6,73,0,2.24,clear sky,0.0,0
500,Ozinki,RU,51.18,49.68,55.74,73,40,13.53,scattered clouds,0.0,0
501,Qandala,SO,11.47,49.87,89.17,54,100,1.1,overcast clouds,0.0,0
502,Letnyaya Stavka,RU,45.43,43.45,65.08,86,0,10.33,clear sky,0.0,0
503,Makamba,BI,-4.13,29.8,59.63,73,17,1.7,few clouds,0.0,0
504,Prince Rupert,CA,54.32,-130.32,57.2,62,1,3.36,clear sky,0.0,0
505,Urdoma,RU,61.75,48.54,44.56,72,91,4.27,overcast clouds,0.0,0
506,Safaga,EG,26.73,33.94,88.41,29,0,9.71,clear sky,0.0,0
507,Samarai,PG,-10.62,150.67,80.55,82,46,11.18,scattered clouds,0.0,0
508,Bolobo,CD,-2.17,16.23,72.12,76,14,2.08,few clouds,0.0,0
509,Pedro Betancourt,CU,22.73,-81.29,80.6,88,40,3.36,scattered clouds,0.0,0
510,Lashio,MM,22.93,97.75,78.03,76,75,2.89,broken clouds,0.0,0
511,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,73.4,33,92,13.42,overcast clouds,0.0,0
512,Muros,ES,42.78,-9.06,57.99,95,18,4.97,few clouds,0.0,0
513,Cabinda,AO,-5.55,12.2,72.37,89,42,2.59,scattered clouds,0.0,0
514,Asarganj,IN,25.15,86.68,85.44,73,0,10.74,clear sky,0.0,0
515,Paita,PE,-5.09,-81.11,66.31,80,26,11.43,scattered clouds,0.0,0
516,Zhigansk,RU,66.77,123.37,69.49,64,49,10.87,scattered clouds,0.0,0
517,Cabo San Lucas,MX,22.89,-109.91,82.0,42,5,8.05,clear sky,0.0,0
518,Tevaitoa,PF,-16.78,-151.5,77.77,80,53,24.4,broken clouds,0.0,0
519,Novotroitskaya,RU,45.33,41.53,64.4,88,40,11.18,scattered clouds,0.0,0
520,Tobermory,CA,45.25,-81.67,68.0,88,40,4.61,scattered clouds,0.0,0
521,Batagay-Alyta,RU,67.8,130.41,83.28,26,47,7.05,scattered clouds,0.0,0
522,Alyangula,AU,-13.85,136.42,80.6,54,40,11.41,scattered clouds,0.0,0
523,Sabang,ID,5.89,95.32,80.96,80,100,19.51,overcast clouds,0.0,0
524,Bereda,ES,43.27,-7.54,55.0,100,41,1.01,scattered clouds,0.0,0
525,Santa Vitoria Do Palmar,BR,-33.52,-53.37,57.45,96,64,6.6,broken clouds,0.0,0
526,Imeni Poliny Osipenko,RU,52.42,136.49,54.23,68,100,12.75,overcast clouds,0.0,0
527,Yumbe,UG,3.47,31.25,62.91,93,12,1.59,few clouds,0.0,0
528,Staryy Nadym,RU,65.61,72.68,52.29,71,3,9.37,clear sky,0.0,0
529,Beisfjord,NO,68.38,17.6,55.4,82,37,8.05,scattered clouds,0.0,0
530,Nairobi,KE,-1.28,36.82,54.0,94,97,3.04,overcast clouds,0.0,0
531,Muscle Shoals,US,34.74,-87.67,75.99,83,1,3.36,clear sky,0.0,0
532,Great Yarmouth,GB,52.61,1.73,53.01,97,0,11.14,clear sky,0.0,0
533,Lalsk,RU,60.74,47.59,45.81,78,3,4.16,clear sky,0.0,0
534,Simao,CN,22.79,100.97,73.33,81,74,2.84,broken clouds,0.0,0
535,Adrar,MR,20.5,-10.07,96.75,12,1,14.74,clear sky,0.0,0
536,Marquette,US,46.53,-87.63,70.0,77,90,9.17,overcast clouds,0.0,0
537,Otane,NZ,-39.88,176.63,55.99,88,28,7.0,light rain,0.14,0
538,Korcula,HR,42.96,17.14,68.0,60,40,6.93,scattered clouds,0.0,0
539,Bend,US,44.06,-121.32,75.0,36,0,7.0,clear sky,0.0,0
540,Ban Nahin,LA,18.24,104.21,93.99,59,49,2.62,light rain,0.38,0
541,Iqaluit,CA,63.75,-68.51,39.2,70,75,3.36,broken clouds,0.0,0
542,Tigil,RU,57.8,158.67,73.24,37,5,6.31,clear sky,0.0,0
543,Salamiyah,SY,35.01,37.05,66.88,51,0,1.52,clear sky,0.0,0
544,Darhan,MN,49.49,105.92,66.49,61,100,7.54,overcast clouds,0.0,0
545,Ipixuna,BR,-1.76,-48.8,80.6,83,97,4.7,overcast clouds,0.0,0
546,Riacho De Santana,BR,-13.61,-42.94,67.71,68,0,9.1,clear sky,0.0,0
547,College,US,64.86,-147.8,53.6,93,90,9.17,overcast clouds,0.0,0
548,Sisimiut,GL,66.94,-53.67,45.36,64,48,8.28,scattered clouds,0.0,0
549,Hantsport,CA,45.07,-64.17,61.0,1,10,5.99,clear sky,0.0,0
550,Erzin,TR,36.96,36.2,69.01,89,0,1.19,clear sky,0.0,0
551,Vallenar,CL,-28.57,-70.76,63.19,50,0,0.74,clear sky,0.0,0
552,Terra Santa,BR,-2.1,-56.49,75.85,84,29,2.98,scattered clouds,0.0,0
553,Wawa,NG,9.9,4.42,75.72,90,98,9.17,overcast clouds,0.0,0
554,Hinton,CA,53.4,-117.59,59.25,72,86,3.31,light rain,0.64,0
555,Mananjary,MG,-21.22,48.33,65.82,91,59,3.96,broken clouds,0.0,0
556,Buala,SB,-8.14,159.59,84.6,73,13,7.76,light rain,1.0,0
557,Storsteinnes,NO,69.24,19.23,51.8,76,82,3.36,broken clouds,0.0,0
558,Asau,RO,46.43,26.4,60.01,93,100,3.85,light rain,0.25,0
559,Qaqortoq,GL,60.72,-46.03,50.0,61,100,5.82,overcast clouds,0.0,0
560,Port-Gentil,GA,-0.72,8.78,74.73,86,15,13.31,few clouds,0.0,0
561,Murray Bridge,AU,-35.12,139.27,54.0,82,63,7.0,light rain,0.34,0
562,Necochea,AR,-38.55,-58.74,39.99,96,0,7.94,clear sky,0.0,0
563,Neuquen,AR,-38.95,-68.06,48.2,49,100,3.36,overcast clouds,0.0,0
564,Mopipi,BW,-21.18,24.88,47.41,52,0,3.98,clear sky,0.0,0
565,Mount Gambier,AU,-37.83,140.77,50.0,93,90,10.29,light intensity shower rain,0.0,0
566,Vitim,RU,59.45,112.56,78.42,34,0,8.66,clear sky,0.0,0
567,Asosa,ET,10.07,34.53,64.51,80,100,3.89,overcast clouds,0.0,0
568,Morant Bay,JM,17.88,-76.41,86.0,70,20,17.22,few clouds,0.0,0
569,San Pedro,PH,14.35,121.02,91.99,59,20,5.82,few clouds,0.0,0
